date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:49:21	4128/4128	---M-Z	200	added ('OK')	text/html	etag:%221020-58bf96fa2c876-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bintree/bintree_remove.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bintree/bintree_remove.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:22	3280/3280	---M-Z	200	added ('OK')	text/html	etag:%22cd0-58bf96fa6a0e0-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bintree/bintree_secede.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bintree/bintree_secede.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:23	2170/2170	---M-Z	200	added ('OK')	text/html	etag:%2287a-58bf96faaa82b-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bintree/bintree_size.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bintree/bintree_size.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:24	2186/2186	---M-Z	200	added ('OK')	text/html	etag:%2288a-58bf96fae9035-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bintree/bintree_test.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bintree/bintree_test.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:25	2855/2855	---M-Z	200	added ('OK')	text/html	etag:%22b27-58bf96fb239bf-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bintree/bintree_updateheight.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bintree/bintree_updateheight.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:26	10911/10911	---M-Z	200	added ('OK')	text/html	etag:%222a9f-58bf96fb60288-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bintree/main.cpp.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bintree/main.cpp.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:27	7695/7695	---M-Z	200	added ('OK')	text/html	etag:%221e0f-58bf96fbfd642-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bitmap/bitmap.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bitmap/bitmap.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:28	6199/6199	---M-Z	200	added ('OK')	text/html	etag:%221837-58bf96fc3aead-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bitmap/bitmap_o1_init.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bitmap/bitmap_o1_init.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:29	8643/8643	---M-Z	200	added ('OK')	text/html	etag:%2221c3-58bf96fc7c597-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bitmap/main_o1_init.cpp.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bitmap/main_o1_init.cpp.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:30	5071/5071	---M-Z	200	added ('OK')	text/html	etag:%2213cf-58bf96fd283b4-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bitmap_set_only/bitmap_o1_init_set_only.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bitmap_set_only/bitmap_o1_init_set_only.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:31	7009/7009	---M-Z	200	added ('OK')	text/html	etag:%221b61-58bf96fd70800-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bitmap_set_only/main_o1_init_set_only.cpp.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bitmap_set_only/main_o1_init_set_only.cpp.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:32	3778/3778	---M-Z	200	added ('OK')	text/html	etag:%22ec2-58bf96fe2c01e-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:33	4529/4529	---M-Z	200	added ('OK')	text/html	etag:%2211b1-58bf96fe669a8-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_connect34.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_connect34.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:34	3404/3404	---M-Z	200	added ('OK')	text/html	etag:%22d4c-58bf96fea22d2-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_implementation.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_implementation.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:35	2916/2916	---M-Z	200	added ('OK')	text/html	etag:%22b64-58bf96fedad1b-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_insert.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_insert.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:36	2664/2664	---M-Z	200	added ('OK')	text/html	etag:%22a68-58bf96ff221c7-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_remove.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_remove.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:37	5896/5896	---M-Z	200	added ('OK')	text/html	etag:%221708-58bf96ff657f2-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_removeat.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_removeat.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:38	5957/5957	---M-Z	200	added ('OK')	text/html	etag:%221745-58bf96ffadc3e-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_rotateat.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_rotateat.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:39	2057/2057	---M-Z	200	added ('OK')	text/html	etag:%22809-58bf96ffea508-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_search.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_search.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:40	3436/3436	---M-Z	200	added ('OK')	text/html	etag:%22d6c-58bf97003a655-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_searchin_iterative.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_searchin_iterative.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:41	2893/2893	---M-Z	200	added ('OK')	text/html	etag:%22b4d-58bf970075f7f-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_searchin_recursive.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_searchin_recursive.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:42	2181/2181	---M-Z	200	added ('OK')	text/html	etag:%22885-58bf9700b66ca-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/bst_test.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/bst_test.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:43	10295/10295	---M-Z	200	added ('OK')	text/html	etag:%222837-58bf97011b03a-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/bst/main.cpp.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/bst/main.cpp.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:44	4173/4173	---M-Z	200	added ('OK')	text/html	etag:%22104d-58bf9701ccc17-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/btree/btnode.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/btree/btnode.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:45	5185/5185	---M-Z	200	added ('OK')	text/html	etag:%221441-58bf97020b422-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/btree/btree.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/btree/btree.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
08:49:46	3034/3034	---M-Z	200	added ('OK')	text/html	etag:%22bda-58bf970248c8c-gzip%22	https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/btree/btree_implementation.h.htm	/Users/apple/Desktop/Data_Struct/dsa.cs.tsinghua.edu.cn/_deng/ds/src_link/btree/btree_implementation.h.html	(from https://dsa.cs.tsinghua.edu.cn/~deng/ds/src_link/index.htm)
